
-------------------- Start --------------------

---------------------------------
Thresh 	 F_score
0.218598 	 1.000000
0.127242 	 1.000000
0.151539 	 0.000000
0.265869 	 0.274627
0.341801 	 1.000000
0.206396 	 1.000000
0.045938 	 0.000000
0.205593 	 1.000000
0.409779 	 1.000000
0.246185 	 0.133333
0.272274 	 0.253968
0.468780 	 0.000000
0.207888 	 1.000000
0.162837 	 0.000000
0.166301 	 0.163522
0.232263 	 0.433915
0.252642 	 0.000000
0.205189 	 1.000000
0.451973 	 1.000000
0.291460 	 0.000000
0.053983 	 0.000000
0.096319 	 0.561404
0.222448 	 0.272727
0.185089 	 0.142857
0.089994 	 0.342857
0.346782 	 0.000000
0.258772 	 1.000000
0.433620 	 1.000000
0.124869 	 0.731707
0.207189 	 0.000000
0.000000 	 0.000000
---------
0.526695 ( 51 ) precision 0.687819  recall 0.598042  f-micro 0.639796 
---------

---------------------------------
Thresh 	 F_score
0.263613 	 0.915353
0.323372 	 1.000000
0.322547 	 1.000000
0.058260 	 0.000000
0.221999 	 1.000000
0.437094 	 0.000000
0.231072 	 0.000000
0.264606 	 1.000000
0.199936 	 0.000000
0.253460 	 0.847222
0.363996 	 1.000000
0.432524 	 1.000000
0.305769 	 0.083333
0.124102 	 0.000000
0.361610 	 1.000000
0.237948 	 0.333333
0.374287 	 1.000000
0.168110 	 0.000000
0.337213 	 1.000000
0.286630 	 1.000000
0.263873 	 0.369565
0.225346 	 1.000000
0.098529 	 1.000000
0.207087 	 0.000000
0.259657 	 0.286533
0.341801 	 1.000000
0.206407 	 1.000000
0.045891 	 0.000000
0.205593 	 1.000000
0.409780 	 1.000000
0.169163 	 0.113636
0.268465 	 0.250000
0.468781 	 0.000000
0.207888 	 1.000000
0.162837 	 0.000000
0.186227 	 0.108844
0.357706 	 0.281525
0.244397 	 0.000000
0.205195 	 1.000000
0.451974 	 1.000000
0.298419 	 0.000000
0.053846 	 0.000000
0.143567 	 0.461538
0.243477 	 0.360000
0.236786 	 0.095238
0.089109 	 0.384615
0.346784 	 0.000000
0.258773 	 1.000000
0.433620 	 1.000000
0.127161 	 0.759494
0.207189 	 0.000000
0.000000 	 0.000000
---------
0.522554 ( 51 ) precision 0.688740  recall 0.596737  f-micro 0.639446 
---------

---------------------------------
Thresh 	 F_score
0.209407 	 0.909091
0.323589 	 1.000000
0.322547 	 1.000000
0.052281 	 0.000000
0.221999 	 1.000000
0.437094 	 0.000000
0.231072 	 0.000000
